時間,設備,值
2024-10-19 14:58:12,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:14,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:14,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:16,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:16,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:18,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:20,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:20,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:22,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:24,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:24,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:26,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:26,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:28,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:28,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:30,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:30,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:32,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:32,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:34,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:34,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:36,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:36,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:38,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:38,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:40,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:42,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:44,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:44,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:46,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:46,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:48,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:48,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:50,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:50,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:52,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:52,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:54,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:54,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:56,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:56,SA-01/TEMPERATURE,27.98
2024-10-19 14:58:58,SA-01/TEMPERATURE,28.45
2024-10-19 14:58:58,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:00,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:02,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:02,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:04,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:06,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:06,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:08,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:08,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:10,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:10,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:12,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:12,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:14,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:14,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:18,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:18,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:20,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:22,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:22,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:24,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:26,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:26,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:28,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:28,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:30,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:30,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:32,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:32,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:34,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:34,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:36,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:36,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:38,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:38,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:40,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:40,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:42,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:42,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:44,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:46,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:48,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:48,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:50,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:50,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:52,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:52,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:54,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:54,SA-01/TEMPERATURE,27.98
2024-10-19 14:59:56,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:56,SA-01/TEMPERATURE,27.51
2024-10-19 14:59:58,SA-01/TEMPERATURE,28.45
2024-10-19 14:59:58,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:00,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:00,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:02,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:02,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:04,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:06,SA-01/TEMPERATURE,27.51
2024-10-19 15:00:06,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:08,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:10,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:10,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:12,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:12,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:14,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:14,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:16,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:16,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:18,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:18,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:20,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:20,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:22,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:22,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:24,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:24,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:26,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:28,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:30,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:30,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:32,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:32,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:34,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:34,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:36,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:36,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:38,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:38,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:40,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:40,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:42,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:42,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:44,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:44,SA-01/TEMPERATURE,27.51
2024-10-19 15:00:46,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:46,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:48,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:50,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:52,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:52,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:54,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:54,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:56,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:56,SA-01/TEMPERATURE,27.98
2024-10-19 15:00:58,SA-01/TEMPERATURE,28.45
2024-10-19 15:00:58,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:00,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:00,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:02,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:02,SA-01/TEMPERATURE,27.51
2024-10-19 15:01:04,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:04,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:06,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:06,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:08,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:10,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:10,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:12,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:14,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:14,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:16,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:23,SA-01/TEMPERATURE,27.51
2024-10-19 15:01:24,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:25,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:26,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:27,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:28,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:29,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:30,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:31,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:32,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:33,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:34,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:35,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:36,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:37,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:38,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:39,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:40,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:41,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:42,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:42,SA-01/LINE_LEVEL,0
2024-10-19 15:01:42,SA-01/LINE_LEVEL,1
2024-10-19 15:01:43,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:44,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:45,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:46,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:47,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:48,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:49,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:50,SA-01/LINE_LEVEL,0
2024-10-19 15:01:50,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:50,SA-01/LINE_LEVEL,1
2024-10-19 15:01:51,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:52,SA-01/LINE_LEVEL,0
2024-10-19 15:01:52,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:52,SA-01/LINE_LEVEL,1
2024-10-19 15:01:53,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:56,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:56,SA-01/LINE_LEVEL,0
2024-10-19 15:01:57,SA-01/TEMPERATURE,27.98
2024-10-19 15:01:58,SA-01/TEMPERATURE,28.45
2024-10-19 15:01:58,SA-01/LINE_LEVEL,1
2024-10-19 15:01:59,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:00,SA-01/LINE_LEVEL,0
2024-10-19 15:02:00,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:00,SA-01/LINE_LEVEL,1
2024-10-19 15:02:02,SA-01/LINE_LEVEL,0
2024-10-19 15:02:02,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:02,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:02,SA-01/LINE_LEVEL,1
2024-10-19 15:02:03,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:04,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:05,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:06,SA-01/LINE_LEVEL,0
2024-10-19 15:02:06,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:06,SA-01/LINE_LEVEL,1
2024-10-19 15:02:08,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:10,SA-01/LINE_LEVEL,0
2024-10-19 15:02:10,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:10,SA-01/LINE_LEVEL,1
2024-10-19 15:02:11,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:12,SA-01/LINE_LEVEL,0
2024-10-19 15:02:12,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:12,SA-01/LINE_LEVEL,1
2024-10-19 15:02:13,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:14,SA-01/LINE_LEVEL,0
2024-10-19 15:02:14,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:14,SA-01/LINE_LEVEL,1
2024-10-19 15:02:15,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:16,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:16,SA-01/LINE_LEVEL,0
2024-10-19 15:02:17,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:18,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:18,SA-01/LINE_LEVEL,1
2024-10-19 15:02:19,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:20,SA-01/LINE_LEVEL,0
2024-10-19 15:02:20,SA-01/LINE_LEVEL,1
2024-10-19 15:02:22,SA-01/LINE_LEVEL,0
2024-10-19 15:02:22,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:22,SA-01/LINE_LEVEL,1
2024-10-19 15:02:23,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:24,SA-01/LINE_LEVEL,0
2024-10-19 15:02:24,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:24,SA-01/LINE_LEVEL,1
2024-10-19 15:02:25,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:26,SA-01/LINE_LEVEL,0
2024-10-19 15:02:26,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:26,SA-01/LINE_LEVEL,1
2024-10-19 15:02:27,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:28,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:29,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:32,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:33,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:34,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:35,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:36,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:36,SA-01/LINE_LEVEL,0
2024-10-19 15:02:37,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:38,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:38,SA-01/LINE_LEVEL,1
2024-10-19 15:02:38,SA-01/LINE_LEVEL,0
2024-10-19 15:02:39,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:40,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:40,SA-01/LINE_LEVEL,1
2024-10-19 15:02:41,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:42,SA-01/LINE_LEVEL,0
2024-10-19 15:02:42,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:42,SA-01/LINE_LEVEL,1
2024-10-19 15:02:43,SA-01/TEMPERATURE,27.51
2024-10-19 15:02:44,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:45,SA-01/TEMPERATURE,27.51
2024-10-19 15:02:46,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:47,SA-01/TEMPERATURE,27.51
2024-10-19 15:02:48,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:49,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:50,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:51,SA-01/TEMPERATURE,27.51
2024-10-19 15:02:52,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:53,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:54,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:55,SA-01/TEMPERATURE,27.98
2024-10-19 15:02:56,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:57,SA-01/TEMPERATURE,27.51
2024-10-19 15:02:57,SA-01/TEMPERATURE,28.45
2024-10-19 15:02:59,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:00,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:01,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:02,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:03,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:04,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:05,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:06,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:07,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:08,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:09,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:10,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:11,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:12,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:13,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:14,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:15,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:16,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:17,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:18,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:19,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:20,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:21,SA-01/TEMPERATURE,27.98
2024-10-19 15:03:22,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:24,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:26,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:27,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:28,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:29,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:30,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:31,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:32,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:33,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:34,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:35,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:36,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:37,SA-01/TEMPERATURE,27.98
2024-10-19 15:03:38,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:39,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:40,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:41,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:42,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:43,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:44,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:45,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:46,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:47,SA-01/TEMPERATURE,27.98
2024-10-19 15:03:48,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:49,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:50,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:51,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:52,SA-01/TEMPERATURE,28.92
2024-10-19 15:03:53,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:54,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:55,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:56,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:57,SA-01/TEMPERATURE,27.51
2024-10-19 15:03:58,SA-01/TEMPERATURE,28.45
2024-10-19 15:03:59,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:00,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:01,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:02,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:03,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:04,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:05,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:06,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:07,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:08,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:09,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:10,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:11,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:12,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:13,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:14,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:15,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:16,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:17,SA-01/TEMPERATURE,27.98
2024-10-19 15:04:18,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:19,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:20,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:21,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:22,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:23,SA-01/TEMPERATURE,27.98
2024-10-19 15:04:24,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:25,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:26,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:27,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:28,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:29,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:30,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:31,SA-01/TEMPERATURE,27.98
2024-10-19 15:04:32,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:33,SA-01/TEMPERATURE,27.98
2024-10-19 15:04:34,SA-01/TEMPERATURE,28.92
2024-10-19 15:04:35,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:36,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:37,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:38,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:39,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:40,SA-01/TEMPERATURE,28.92
2024-10-19 15:04:41,SA-01/TEMPERATURE,27.04
2024-10-19 15:04:42,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:43,SA-01/TEMPERATURE,27.04
2024-10-19 15:04:44,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:45,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:46,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:47,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:48,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:49,SA-01/TEMPERATURE,27.04
2024-10-19 15:04:50,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:51,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:52,SA-01/TEMPERATURE,27.98
2024-10-19 15:04:53,SA-01/TEMPERATURE,27.51
2024-10-19 15:04:54,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:55,SA-01/TEMPERATURE,27.04
2024-10-19 15:04:56,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:57,SA-01/TEMPERATURE,27.04
2024-10-19 15:04:58,SA-01/TEMPERATURE,28.45
2024-10-19 15:04:59,SA-01/TEMPERATURE,27.04
2024-10-19 15:05:00,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:01,SA-01/TEMPERATURE,27.04
2024-10-19 15:05:02,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:03,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:04,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:05,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:05,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:07,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:08,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:09,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:10,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:11,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:12,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:13,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:14,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:15,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:16,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:17,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:18,SA-01/TEMPERATURE,27.98
2024-10-19 15:05:19,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:20,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:21,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:22,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:23,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:24,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:25,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:26,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:27,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:28,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:29,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:30,SA-01/TEMPERATURE,27.98
2024-10-19 15:05:31,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:32,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:33,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:34,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:35,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:36,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:37,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:38,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:39,SA-01/TEMPERATURE,27.04
2024-10-19 15:05:40,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:41,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:42,SA-01/TEMPERATURE,28.45
2024-10-19 15:05:43,SA-01/TEMPERATURE,27.51
2024-10-19 15:05:44,SA-01/TEMPERATURE,28.45
